Fuel_ID,Truck_ID,Fuel_Date,Fuel_Type,Liters_KWh,Unit_Price,Fuel_Cost
12000061,911728,2025-11-25 02:29:53,Diesel,52.68,109.8,26974.74
12000062,911654,2024-02-11 18:41:56,CNG,321.98,91.23,6475.7
12000063,913578,2024-10-05 15:04:13,CNG,364.68,50.58,13503.23
12000064,910523,2025-04-27 12:24:16,Electric,239.04,62.76,40014.94
12000065,910167,2024-10-29 17:07:05,Diesel,297.49,30.68,51359.27
12000066,910159,2023-10-27 13:10:48,Diesel,366.79,7.54,37987.53
12000067,910017,2024-03-10 23:36:52,Diesel,474.71,102.62,10166.76
12000068,911445,2025-02-23 13:38:26,Electric,432.76,59.4,19333.52
12000069,913164,2025-07-15 01:38:50,Electric,226.14,104.48,53368.4
12000070,911348,2024-03-01 14:59:41,Electric,299.71,88.18,30285.45
12000071,913575,2025-01-05 00:54:31,Diesel,135.35,17.81,3620.51
12000072,913801,2024-12-16 04:32:08,Electric,475.9,45.43,65809.56
12000073,910681,2023-12-28 10:53:07,CNG,231.85,114.4,21764.83
12000074,912653,2024-10-03 09:33:28,Diesel,26.21,65.07,45799.57
12000075,910433,2024-02-06 08:28:05,CNG,450.85,42.89,4966.7
12000076,912239,2024-01-04 02:12:56,CNG,129.5,82.3,10605.94
12000077,910538,2024-03-28 03:09:37,Diesel,319.14,112.91,41563.81
12000078,911526,2025-11-13 20:16:34,CNG,58.54,112.33,47480.42
12000079,912780,2024-10-07 06:15:24,Diesel,495.02,96.99,46361.57
12000080,913996,2023-02-26 19:05:44,CNG,105.91,64.5,13950.18
12000081,910956,2024-02-03 09:55:25,CNG,348.94,100.19,38655.04
12000082,911612,2023-11-11 01:25:20,Diesel,253.16,80.12,47768.96
12000083,910581,2025-07-30 16:20:03,Electric,582.75,59.96,68471.01
12000084,910994,2025-07-26 19:02:38,CNG,38.22,77.42,18686.17
12000085,910755,2024-07-25 20:45:33,CNG,586.25,89.0,10237.65
12000086,913016,2025-12-22 02:22:52,Electric,414.0,32.04,53484.61
12000087,912975,2024-07-17 19:51:35,Diesel,407.29,57.88,44490.09
12000088,913274,2025-12-19 04:08:09,Electric,61.97,50.47,55711.2
12000089,911992,2024-03-06 15:27:18,CNG,311.81,51.99,57943.01
12000090,911111,2025-02-08 01:24:33,Diesel,96.94,70.03,36818.93
12000091,910039,2024-07-04 01:19:53,Diesel,365.06,71.05,4593.89
12000092,911954,2023-11-28 05:54:30,Diesel,425.2,74.67,19414.06
12000093,911094,2023-11-02 02:52:13,CNG,233.01,48.77,34935.16
12000094,910780,2023-09-30 17:41:27,Electric,63.39,55.97,29879.58
12000095,911785,2023-04-10 19:46:55,Diesel,348.36,109.33,52267.88
12000096,912712,2024-12-23 14:01:18,Electric,51.22,80.19,49997.71
12000097,910567,2024-09-16 12:06:51,Diesel,271.64,85.55,40606.44
12000098,910351,2024-09-13 19:04:55,Electric,524.06,18.66,36289.93
12000099,913360,2024-09-06 05:32:25,Electric,298.06,108.81,29445.32
12000100,912282,2025-09-25 16:33:19,Diesel,582.12,10.76,67480.75
12000101,910037,2025-08-16 10:56:16,Electric,80.49,106.2,29200.62
12000102,912368,2023-06-20 21:14:05,Electric,106.93,96.58,29437.56
12000103,910219,2025-08-19 16:52:37,Diesel,225.84,33.27,61496.7
12000104,913292,2025-08-26 13:39:20,Diesel,282.32,42.43,40635.81
12000105,912022,2024-05-27 06:33:29,CNG,569.72,117.67,964.89
12000106,911800,2025-01-04 07:46:47,Diesel,338.46,83.67,25961.26
12000107,910290,2023-11-06 05:53:53,Diesel,133.94,21.71,18131.28
12000108,913980,2025-06-01 17:39:59,CNG,550.75,70.66,39013.57
12000109,911168,2023-05-01 07:02:53,CNG,159.98,15.24,62563.59
12000110,911909,2024-03-27 10:00:36,CNG,53.81,113.2,57364.21
12000111,913722,2023-04-14 12:07:53,Electric,277.85,29.66,65714.84
12000112,912645,2023-10-04 07:51:35,Diesel,263.04,52.09,51540.59
12000113,910382,2023-05-08 07:49:19,CNG,464.67,99.01,54633.87
12000114,913772,2025-11-03 19:16:53,CNG,172.1,90.09,54477.06
12000115,912982,2025-04-19 06:24:56,Diesel,445.05,58.78,62907.45
12000116,910944,2024-04-24 07:49:25,CNG,220.31,51.33,50758.11
12000117,910020,2025-04-19 10:53:57,CNG,598.65,10.94,24123.21
12000118,911603,2024-11-26 10:57:49,CNG,391.95,20.44,48853.99
12000119,913154,2024-07-11 09:23:33,Electric,540.0,53.94,12212.51
12000120,913236,2024-04-11 14:53:03,Electric,182.7,85.01,46414.29
12000121,913655,2023-03-17 23:00:02,Diesel,196.93,13.07,33174.92
12000122,910755,2025-10-05 00:11:52,CNG,350.1,92.1,19163.26
12000123,913198,2024-10-13 21:21:59,Diesel,120.92,102.25,6580.45
12000124,911587,2024-03-17 23:56:44,CNG,538.92,74.7,5696.25
12000125,913920,2023-06-22 02:49:42,CNG,91.2,67.62,25569.97
12000126,910078,2025-12-23 13:06:46,Electric,205.86,89.99,65408.28
12000127,912009,2024-11-12 04:56:32,Electric,111.45,83.63,605.37
12000128,913821,2025-03-17 07:00:43,CNG,508.79,5.6,63988.33
12000129,911853,2025-09-04 01:33:16,Electric,179.55,33.69,25646.38
12000130,911127,2023-10-10 14:46:39,CNG,446.49,94.73,8618.82
12000131,913714,2023-05-16 20:16:07,Electric,53.02,100.05,34957.1
12000132,912688,2024-03-02 00:05:56,Electric,226.32,79.23,56131.73
12000133,910770,2023-04-09 01:13:41,CNG,197.32,88.48,14725.43
12000134,910079,2023-06-03 04:54:14,Electric,312.76,12.16,66170.42
12000135,913456,2023-04-28 02:16:04,CNG,125.5,105.93,35906.51
12000136,911283,2025-04-29 19:32:02,Electric,77.12,76.46,54020.06
12000137,912839,2025-01-19 13:34:42,CNG,45.69,56.5,69059.91
12000138,913069,2024-05-10 01:50:01,Diesel,184.23,70.59,10557.17
12000139,912984,2024-06-10 22:56:23,CNG,165.6,31.09,36136.23
12000140,910661,2025-06-23 14:45:25,CNG,137.8,54.79,62838.92
12000141,912216,2025-04-22 07:39:18,CNG,584.65,21.54,68248.98
12000142,912348,2025-06-10 06:01:34,Diesel,340.32,70.16,67634.86
12000143,911603,2025-06-03 11:47:32,Electric,484.97,108.74,22856.04
12000144,913941,2024-01-14 07:25:47,Diesel,484.92,105.48,5710.97
12000145,912590,2024-04-10 06:26:00,CNG,318.32,25.9,61981.31
12000146,913864,2025-06-29 11:35:05,Electric,573.24,93.96,11742.75
12000147,913915,2023-08-25 23:29:00,CNG,373.59,18.67,40954.18
12000148,913752,2025-03-03 02:05:07,Electric,169.8,84.07,1677.72
12000149,910970,2025-09-11 12:21:31,Electric,115.99,43.72,28254.31
12000150,913095,2023-12-14 11:51:35,CNG,497.34,65.09,21577.5
12000151,911181,2024-12-12 19:33:18,Electric,215.18,92.52,31943.74
12000152,912465,2023-03-08 04:52:08,CNG,22.42,48.15,15651.86
12000153,912252,2023-11-04 20:55:44,CNG,246.48,114.72,28858.43
12000154,910953,2023-12-27 05:51:42,CNG,354.83,50.74,10118.27
12000155,910207,2024-12-28 07:41:36,CNG,597.13,27.08,8181.66
12000156,911491,2023-02-10 09:41:13,CNG,546.41,88.04,46963.7
12000157,911701,2024-11-06 08:26:56,Diesel,516.98,72.37,68622.52
12000158,911843,2023-05-06 23:13:46,CNG,527.85,57.78,66630.32
12000159,910157,2023-09-17 15:46:12,CNG,45.47,98.88,63357.87
12000160,910330,2024-04-16 04:54:55,CNG,176.41,105.93,51352.77
12000161,910078,2023-02-13 02:43:18,Electric,258.42,62.07,55550.73
12000162,912058,2025-04-24 19:02:06,CNG,185.68,54.26,19937.98
12000163,911865,2024-03-28 20:03:42,Electric,258.49,36.34,59162.39
12000164,910894,2024-05-12 17:43:54,Diesel,180.47,109.79,14451.46
12000165,911603,2024-02-23 12:25:38,CNG,574.18,30.34,2161.57
12000166,910123,2025-11-10 20:01:20,Diesel,118.86,93.98,56260.78
12000167,912454,2023-10-14 10:55:49,CNG,292.36,106.85,998.19
12000168,912604,2025-12-16 02:39:53,CNG,591.18,42.64,52953.97
12000169,911498,2023-11-04 03:29:04,Electric,138.83,101.63,67650.27
12000170,910386,2023-03-26 09:25:20,CNG,571.46,56.6,18657.29
12000171,910973,2025-08-03 04:57:12,CNG,261.91,28.48,68379.54
12000172,913619,2023-04-11 11:57:05,CNG,44.05,32.13,50896.76
12000173,913119,2025-05-30 05:35:43,Diesel,192.72,55.43,14057.69
12000174,910135,2025-09-13 19:38:01,Electric,89.83,85.07,41069.28
12000175,911600,2025-01-11 08:17:33,CNG,217.12,75.36,9802.99
12000176,913485,2025-12-15 04:55:20,CNG,382.09,32.84,16876.42
12000177,913008,2023-11-06 00:27:23,Electric,539.64,29.1,9700.75
12000178,913219,2024-05-01 04:00:26,Diesel,303.78,46.86,2951.3
12000179,910129,2023-02-24 16:17:43,CNG,229.0,35.72,17389.75
12000180,912877,2024-03-17 04:17:40,CNG,184.71,74.6,9185.15
12000181,913175,2023-02-12 09:57:14,CNG,315.38,91.48,5586.86
12000182,911419,2025-09-12 21:40:17,Electric,490.22,97.63,6828.34
12000183,912322,2023-01-16 02:35:42,Diesel,327.33,85.39,24339.08
12000184,911568,2025-03-24 20:09:26,CNG,386.45,82.88,66716.83
12000185,913207,2024-12-14 16:21:11,Electric,28.23,23.32,39350.2
12000186,913993,2025-01-17 01:19:35,CNG,530.01,8.12,61163.19
12000187,913678,2023-02-27 17:03:30,CNG,108.13,98.17,1772.11
12000188,910603,2025-02-20 19:47:47,Diesel,520.34,112.06,54825.5
12000189,913623,2025-09-18 00:11:23,Diesel,368.46,34.7,41289.83
12000190,913544,2023-10-29 07:10:30,Diesel,487.24,49.88,19665.19
12000191,913329,2023-03-07 03:29:45,CNG,521.32,20.51,63987.54
12000192,910634,2025-08-21 14:11:49,Electric,291.8,85.68,14515.33
12000193,912206,2024-08-11 11:46:30,Diesel,545.48,6.83,62492.48
12000194,911209,2023-01-02 11:43:04,CNG,104.94,61.5,12682.53
12000195,910448,2024-08-22 11:26:17,Electric,113.33,111.62,1852.39
12000196,912903,2025-01-28 00:26:41,Diesel,304.1,5.18,26284.07
12000197,911276,2025-10-30 22:37:06,CNG,396.33,102.35,32026.7
12000198,911382,2024-07-21 01:36:22,Diesel,515.87,41.45,52305.66
12000199,910812,2025-09-11 19:04:38,CNG,155.89,29.77,43917.21
12000200,913932,2023-02-08 09:38:00,CNG,118.11,37.31,12273.27
12000201,911660,2023-12-21 20:37:02,Diesel,210.33,94.27,35920.25
12000202,912989,2024-05-27 11:55:22,Diesel,15.94,117.02,19165.43
12000203,912586,2025-07-20 04:25:39,CNG,276.17,39.22,51776.07
12000204,913653,2023-07-01 05:26:35,Diesel,558.42,83.33,22422.79
12000205,910168,2023-12-01 11:11:31,CNG,402.09,87.63,22047.92
12000206,913971,2025-02-02 16:51:39,Diesel,270.43,114.8,65781.7
12000207,912953,2025-02-08 14:06:34,CNG,288.84,110.16,42068.98
12000208,912360,2024-05-03 11:30:15,Electric,67.32,93.89,1572.43
12000209,911279,2023-01-20 21:15:17,Diesel,507.29,102.4,51615.54
12000210,911838,2024-01-09 00:10:37,Diesel,403.12,29.46,41396.35
12000211,913460,2023-11-13 08:32:19,Electric,551.72,81.74,3508.96
12000212,913540,2025-07-31 10:54:37,Diesel,101.06,111.62,23765.63
12000213,912024,2023-02-01 12:34:11,CNG,369.56,37.98,51440.14
12000214,913402,2024-05-13 19:17:36,CNG,179.94,107.65,25590.31
12000215,911307,2024-03-20 05:17:52,Diesel,337.81,22.02,52392.22
12000216,911494,2025-09-17 02:59:08,CNG,224.9,100.59,23829.85
12000217,911859,2025-08-19 12:06:33,CNG,150.22,68.66,14191.2
12000218,913216,2025-10-10 02:36:34,Electric,25.96,68.7,30513.25
12000219,912782,2024-01-24 06:57:23,Diesel,473.26,60.89,69879.34
12000220,910569,2024-09-08 09:41:34,Diesel,497.85,90.51,25318.47
12000221,912571,2024-08-15 00:31:59,CNG,517.4,30.41,29680.04
12000222,913104,2023-09-03 09:16:36,Electric,335.37,72.67,30002.47
12000223,913180,2024-03-20 12:08:41,Diesel,480.83,59.13,38917.59
12000224,911275,2024-04-04 07:46:21,CNG,20.28,117.2,14462.13
12000225,912365,2025-06-20 18:05:40,Diesel,325.23,15.44,64985.07
12000226,912823,2025-02-06 04:14:41,Electric,538.44,89.29,61041.86
12000227,911190,2024-09-06 18:28:42,Electric,74.0,50.91,28724.4
12000228,911584,2024-11-09 00:06:15,Electric,13.28,101.97,51747.23
12000229,913383,2024-07-17 22:29:35,Electric,398.36,25.16,59631.42
12000230,911473,2025-11-12 06:01:19,CNG,146.31,115.03,9698.93
12000231,912324,2025-04-11 12:20:27,CNG,250.48,108.92,46776.58
12000232,913263,2025-03-08 09:18:21,CNG,111.4,37.94,32573.63
12000233,912071,2024-04-12 02:04:15,CNG,543.8,14.99,47324.95
12000234,913893,2025-05-01 12:18:56,CNG,215.32,30.04,42501.06
12000235,912129,2024-06-12 19:56:19,Diesel,271.78,68.66,15329.82
12000236,912196,2024-02-08 13:38:06,Electric,209.55,18.9,14672.19
12000237,912981,2025-01-25 13:29:33,Diesel,419.92,105.69,7129.19
12000238,913474,2023-06-05 13:49:11,Electric,520.66,31.07,46697.42
12000239,912900,2025-04-21 03:11:21,CNG,203.33,68.16,54770.39
12000240,913268,2023-04-22 22:23:26,CNG,477.59,62.33,60618.31
12000241,911568,2023-12-10 13:02:26,Diesel,441.57,101.31,57042.83
12000242,913727,2025-09-03 10:57:40,Electric,519.75,92.47,4063.79
12000243,911098,2023-07-31 10:12:24,Electric,432.69,101.29,15870.97
12000244,913899,2023-02-10 20:52:57,CNG,192.72,102.86,41122.49
12000245,913094,2023-10-13 00:35:45,Electric,44.52,39.43,16989.16
12000246,910373,2023-05-08 03:07:57,Diesel,383.63,30.19,7333.87
12000247,913310,2024-12-20 20:58:09,CNG,317.46,105.67,65318.74
12000248,911916,2023-01-14 20:26:40,Diesel,519.8,27.28,47673.56
12000249,913072,2024-03-29 10:29:12,Electric,304.46,32.31,38842.02
12000250,911713,2024-10-15 07:59:29,Electric,77.39,5.97,16135.9
12000251,911258,2024-01-22 10:51:52,Electric,493.95,119.76,63364.85
12000252,910207,2023-08-10 20:04:02,Electric,150.73,55.95,29084.71
12000253,911200,2023-07-21 08:51:41,Electric,459.16,91.82,24825.8
12000254,911818,2025-07-06 14:38:26,Diesel,271.03,78.08,49866.9
12000255,911933,2025-11-09 23:16:05,Diesel,400.27,40.71,23161.34
12000256,910437,2023-08-16 14:02:22,Electric,296.87,119.97,19546.0
12000257,911484,2024-12-26 22:37:46,CNG,452.29,63.97,13386.26
12000258,913148,2023-10-09 20:04:49,Diesel,559.79,62.66,66452.78
12000259,910036,2023-03-13 07:03:05,Diesel,120.66,45.65,49977.51
12000260,912122,2025-04-11 18:26:37,Diesel,589.73,104.93,33284.02
12000261,913090,2023-09-13 15:45:35,CNG,568.35,100.14,62019.26
12000262,910243,2024-01-28 13:17:54,CNG,210.88,117.4,27949.25
12000263,910911,2024-04-12 08:23:49,Electric,561.32,71.94,10373.94
12000264,911661,2023-11-05 00:55:08,Electric,519.71,118.01,1355.43
12000265,910095,2025-06-05 13:08:27,Electric,511.5,20.82,25051.26
12000266,913426,2024-08-25 18:14:04,Diesel,184.8,49.36,66252.19
12000267,913014,2024-12-06 15:30:11,Electric,575.25,19.8,53392.75
12000268,912816,2025-07-14 17:55:55,Electric,535.42,18.94,23095.1
12000269,912549,2024-10-20 22:32:25,CNG,23.13,81.99,31852.58
12000270,912766,2024-05-09 18:12:40,Diesel,550.58,88.2,5572.1
12000271,911904,2024-06-09 12:23:37,Electric,238.08,6.94,22363.39
12000272,910799,2025-04-15 16:19:19,Electric,383.4,117.94,13085.45
12000273,910192,2025-09-14 16:57:26,Electric,236.81,47.3,13029.29
12000274,911691,2024-06-26 14:30:42,Diesel,361.13,79.6,17174.08
12000275,913453,2025-04-29 11:39:03,Diesel,520.35,62.5,44283.33
12000276,913255,2023-06-11 06:05:23,Diesel,297.99,110.89,14775.88
12000277,910573,2023-11-18 19:38:46,Electric,81.84,73.37,55967.38
12000278,913258,2025-10-05 05:08:20,Diesel,83.62,60.41,54135.53
12000279,910656,2025-03-12 14:53:47,Diesel,544.68,39.39,39025.77
12000280,910514,2025-10-28 23:00:07,Diesel,540.55,84.58,14892.11
12000281,910948,2024-06-14 05:56:36,Diesel,45.32,81.72,64203.52
12000282,913021,2025-04-04 22:53:31,Diesel,237.0,95.19,15026.02
12000283,911292,2023-03-13 18:38:10,CNG,116.47,73.95,33653.66
12000284,910080,2023-08-03 02:37:33,CNG,533.85,22.99,60528.05
12000285,910262,2023-08-30 11:40:21,Diesel,449.51,30.71,49655.72
12000286,911055,2023-07-19 16:53:59,CNG,480.87,103.1,68720.99
12000287,910767,2023-10-24 05:11:28,Electric,98.1,79.52,33991.82
12000288,913547,2025-11-18 18:40:51,CNG,492.33,79.3,43434.61
12000289,911281,2023-07-04 22:50:52,Electric,283.56,51.97,33065.15
12000290,912541,2025-12-22 07:51:07,CNG,489.76,82.2,15864.93
12000291,910750,2023-03-03 18:07:58,Electric,50.62,62.42,69260.79
12000292,913435,2024-06-02 05:59:37,Electric,322.26,10.38,23327.87
12000293,912475,2023-04-04 04:16:56,Electric,228.4,89.68,52867.66
12000294,910754,2023-09-19 13:10:32,CNG,144.23,82.78,18424.99
12000295,912138,2023-09-20 17:25:55,Electric,209.0,30.53,11933.97
12000296,910913,2025-04-24 08:33:34,CNG,355.6,72.76,31743.56
12000297,911892,2024-11-01 18:18:06,Diesel,598.16,88.6,63386.92
12000298,912183,2025-08-28 03:49:58,Electric,42.92,88.29,14605.47
12000299,912818,2023-11-11 20:43:15,Electric,596.26,82.36,60433.25
12000300,910530,2025-11-26 03:52:28,CNG,592.49,21.53,41183.96
12000301,910251,2023-12-02 05:57:31,CNG,565.5,35.26,53827.63
12000302,911759,2025-10-16 03:33:39,Diesel,101.65,104.47,44279.43
12000303,913724,2023-02-23 13:19:15,Diesel,230.82,119.4,11961.45
12000304,910782,2024-01-06 04:28:19,CNG,168.5,9.53,8607.99
12000305,911368,2024-03-20 12:20:15,CNG,482.27,79.19,1560.23
12000306,912973,2025-06-28 06:48:46,Diesel,568.78,58.45,5070.22
12000307,911303,2025-12-10 18:18:37,Electric,55.74,85.07,9322.27
12000308,913045,2024-11-17 04:25:59,Diesel,374.01,103.59,17473.45
12000309,911470,2023-04-04 08:55:42,Electric,313.42,85.56,69544.23
12000310,911700,2023-04-07 08:56:51,Diesel,477.4,14.35,55969.02
12000311,910821,2024-10-13 17:27:29,Diesel,51.77,84.51,14129.68
12000312,913660,2025-05-22 12:17:04,CNG,271.46,86.37,54885.29
12000313,911415,2023-02-12 04:47:02,CNG,343.04,88.07,9263.05
12000314,912707,2023-09-08 08:29:32,CNG,251.32,65.27,19543.14
12000315,912865,2023-03-19 05:24:46,CNG,560.3,16.69,14230.24
12000316,912969,2023-12-01 13:09:38,CNG,148.6,67.64,49349.89
12000317,912355,2025-05-13 05:25:32,Diesel,300.54,61.7,31097.71
12000318,912794,2023-01-04 08:02:07,CNG,318.84,74.59,31499.15
12000319,913787,2023-12-02 00:58:23,CNG,500.47,26.4,40368.2
12000320,910422,2025-08-11 22:31:01,Electric,187.8,60.98,30280.32
12000321,912707,2023-03-21 08:40:29,Electric,486.63,52.88,69799.42
12000322,912110,2025-05-15 08:46:15,Diesel,493.96,18.83,63049.06
12000323,912537,2024-12-20 03:11:53,Diesel,136.3,12.78,43294.92
12000324,912984,2025-10-03 03:46:13,Electric,246.01,58.95,56723.61
12000325,913317,2025-10-31 05:38:29,Electric,108.96,38.19,52920.33
12000326,912501,2025-08-07 07:33:19,CNG,390.85,71.52,69212.36
12000327,912351,2025-08-01 23:16:54,Diesel,256.33,62.07,63134.33
12000328,910600,2023-08-04 12:03:08,Diesel,243.74,110.77,54825.33
12000329,912684,2024-06-18 08:39:04,Diesel,549.05,93.45,15066.99
12000330,912224,2025-11-08 08:42:39,Electric,512.42,106.1,42470.64
12000331,913042,2024-02-26 00:32:37,CNG,129.25,77.1,54200.54
12000332,911300,2024-07-12 17:33:39,CNG,20.19,88.86,47512.97
12000333,910895,2023-12-12 20:29:31,Diesel,394.42,83.32,27311.91
12000334,912556,2024-05-05 10:01:08,Diesel,126.7,90.33,47372.73
12000335,910882,2024-09-13 18:46:02,Diesel,535.16,36.6,38766.72
12000336,913771,2024-09-08 17:57:06,Diesel,437.75,41.68,48609.64
12000337,913324,2023-07-30 16:29:03,CNG,564.4,111.9,11322.72
12000338,913801,2023-07-03 02:05:30,Diesel,597.53,43.2,61253.34
12000339,912114,2024-10-11 00:24:48,Electric,442.86,105.97,4405.29
12000340,913118,2023-05-29 21:29:36,Electric,262.59,58.21,40733.99
12000341,912576,2025-04-04 11:46:06,Diesel,193.45,82.8,51951.23
12000342,912630,2023-12-01 07:08:51,CNG,59.54,54.25,45864.42
12000343,911486,2023-11-29 01:26:44,Diesel,559.88,59.77,18155.84
12000344,913267,2025-08-21 00:49:48,Diesel,99.58,42.23,8888.15
12000345,910945,2024-11-04 18:24:50,Electric,44.35,89.15,27718.1
12000346,912367,2023-05-04 22:33:24,Electric,206.15,38.38,36091.83
12000347,913034,2025-12-17 19:56:24,Electric,28.6,79.55,27013.48
12000348,910787,2023-07-31 22:28:00,CNG,356.08,76.56,54936.22
12000349,911032,2024-02-28 04:42:36,Electric,325.09,106.9,41922.93
12000350,911098,2025-04-14 10:00:29,Electric,566.33,117.6,7971.48
12000351,912186,2025-06-21 16:28:15,CNG,238.55,5.81,6518.92
12000352,911312,2025-09-05 14:50:09,CNG,85.7,105.43,58903.97
12000353,912310,2025-01-24 17:09:31,CNG,127.24,15.61,21627.88
12000354,912629,2024-01-13 20:47:10,Diesel,313.25,22.79,35084.12
12000355,912951,2025-08-20 18:09:31,Diesel,499.84,66.0,54655.22
12000356,913483,2024-08-06 07:09:16,Electric,293.92,53.41,8060.46
12000357,910586,2025-09-10 17:48:23,Diesel,537.32,116.16,58500.32
12000358,910485,2024-03-28 22:36:45,Electric,563.65,42.06,25851.16
12000359,912612,2024-06-13 18:05:50,Diesel,151.22,6.37,38573.46
12000360,910309,2025-05-14 18:18:52,Electric,164.59,100.98,3545.92
12000361,913167,2024-02-17 07:26:15,CNG,40.01,26.22,69268.62
12000362,912061,2023-06-26 20:14:34,CNG,564.51,45.95,47187.2
12000363,913574,2025-03-28 18:22:43,Electric,464.26,51.31,66750.68
12000364,911297,2024-02-14 19:23:55,CNG,150.97,42.47,6333.76
12000365,913414,2023-07-09 18:25:40,Diesel,189.43,63.51,56962.08
12000366,910220,2025-04-14 04:27:38,Diesel,529.53,72.69,49552.64
12000367,913851,2024-09-14 07:44:49,CNG,547.96,71.96,31715.65
12000368,910441,2024-07-01 16:52:45,Diesel,493.44,105.93,27537.11
12000369,912645,2024-01-16 15:46:28,Diesel,212.8,17.19,14574.37
12000370,912724,2023-11-24 00:51:06,Diesel,319.48,49.15,6273.85
12000371,912776,2024-06-22 13:43:34,Electric,510.67,79.25,67065.62
12000372,913358,2025-11-21 23:41:15,CNG,467.62,98.06,60613.73
